text,source,cleaned_text
"Pendidikan Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38 Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58 Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23 Prestasi UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16 Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14 UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27 Penelitian dan Inovasi Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36 Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23 Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,didik lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober prestasi ugm sabet juara umum kompetisi robot terbang indonesia oktober tim simfoni feb ugm juara accounting paper competition oktober ugm jadi satu satu kampus raih harga sps media relations award oktober teliti dan inovasi riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Pendidikan Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38 Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58 Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23 Prestasi UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16 Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14 UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27 Penelitian dan Inovasi Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36 Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23 Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,didik lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober prestasi ugm sabet juara umum kompetisi robot terbang indonesia oktober tim simfoni feb ugm juara accounting paper competition oktober ugm jadi satu satu kampus raih harga sps media relations award oktober teliti dan inovasi riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Pendidikan Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38 Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58 Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23",3_Berita - Universitas Gadjah Mada,didik lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober
"Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38 Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58 Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23",3_Berita - Universitas Gadjah Mada,lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober
"Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38 Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58 Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23",3_Berita - Universitas Gadjah Mada,lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober
"Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38",3_Berita - Universitas Gadjah Mada,lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober
"Lulus S2 di Usia 22 tahun 6 Bulan, Amanda Eka Lupita Raih Predikat Lulusan Termuda UGM 24 Oktober 2025, 14.38",3_Berita - Universitas Gadjah Mada,lulus s di usia tahun bulan amanda eka lupita raih predikat lulus muda ugm oktober
"Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58",3_Berita - Universitas Gadjah Mada,kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober
"Kisah Rizky Aflaha, Lulus Doktor Fisika UGM di Usia 25 Tahun 24 Oktober 2025, 11.58",3_Berita - Universitas Gadjah Mada,kisah rizky aflaha lulus doktor fisika ugm di usia tahun oktober
"Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23",3_Berita - Universitas Gadjah Mada,mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober
"Mahasiswa UGM Teliti Pengaruh Faktor Genetik Anak Lahir Mikrotia 24 Oktober 2025, 10.23",3_Berita - Universitas Gadjah Mada,mahasiswa ugm teliti pengaruh faktor genetik anak lahir mikrotia oktober
"Prestasi UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16 Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14 UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27",3_Berita - Universitas Gadjah Mada,prestasi ugm sabet juara umum kompetisi robot terbang indonesia oktober tim simfoni feb ugm juara accounting paper competition oktober ugm jadi satu satu kampus raih harga sps media relations award oktober
"UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16 Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14 UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27",3_Berita - Universitas Gadjah Mada,ugm sabet juara umum kompetisi robot terbang indonesia oktober tim simfoni feb ugm juara accounting paper competition oktober ugm jadi satu satu kampus raih harga sps media relations award oktober
"UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16 Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14 UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27",3_Berita - Universitas Gadjah Mada,ugm sabet juara umum kompetisi robot terbang indonesia oktober tim simfoni feb ugm juara accounting paper competition oktober ugm jadi satu satu kampus raih harga sps media relations award oktober
"UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16",3_Berita - Universitas Gadjah Mada,ugm sabet juara umum kompetisi robot terbang indonesia oktober
"UGM Sabet Juara Umum Kompetisi Robot Terbang Indonesia 2025 28 Oktober 2025, 15.16",3_Berita - Universitas Gadjah Mada,ugm sabet juara umum kompetisi robot terbang indonesia oktober
"Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14",3_Berita - Universitas Gadjah Mada,tim simfoni feb ugm juara accounting paper competition oktober
"Tim Simfoni FEB UGM Juara 1 Accounting Paper Competition 2025 22 Oktober 2025, 11.14",3_Berita - Universitas Gadjah Mada,tim simfoni feb ugm juara accounting paper competition oktober
"UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27",3_Berita - Universitas Gadjah Mada,ugm jadi satu satu kampus raih harga sps media relations award oktober
"UGM Jadi Satu-satunya Kampus Raih Penghargaan SPS Media Relations Award 2025 22 Oktober 2025, 10.27",3_Berita - Universitas Gadjah Mada,ugm jadi satu satu kampus raih harga sps media relations award oktober
"Penelitian dan Inovasi Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36 Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23 Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,teliti dan inovasi riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36 Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23 Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36 Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23 Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36",3_Berita - Universitas Gadjah Mada,riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober
"Riset Soal Tanaman Pala, Mahasiswa UGM Kunjungi Pusat Herbarium di Belanda 27 Oktober 2025, 13.36",3_Berita - Universitas Gadjah Mada,riset soal tanam pala mahasiswa ugm kunjung pusat herbarium di belanda oktober
"Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23",3_Berita - Universitas Gadjah Mada,tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober
"Tim Ekspedisi Patriot UGM Teliti Komoditas Unggulan di Kawasan Transmigrasi Konawe Utara 24 Oktober 2025, 16.23",3_Berita - Universitas Gadjah Mada,tim ekspedisi patriot ugm teliti komoditas unggul di kawasan transmigrasi konawe utara oktober
"Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Eceng Gondok dan Mikroalga Potensial jadi Bahan Alami Sembuhkan Luka Diabetes 23 Oktober 2025, 14.24",3_Berita - Universitas Gadjah Mada,eceng gondok dan mikroalga potensial jadi bahan alami sembuh luka diabetes oktober
"Seputar Kampus Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35 Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30 Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15 Kabar Fakultas Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04 Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31 Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48 Siaran Pers Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15 Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18 UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,putar kampus jadi bahasa dan sastra indonesia terus gairah oktober mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober kabar fakultas lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober siar pers dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"Seputar Kampus Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35 Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30 Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15 Kabar Fakultas Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04 Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31 Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48 Siaran Pers Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15 Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18 UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,putar kampus jadi bahasa dan sastra indonesia terus gairah oktober mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober kabar fakultas lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober siar pers dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"Seputar Kampus Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35 Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30 Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15",3_Berita - Universitas Gadjah Mada,putar kampus jadi bahasa dan sastra indonesia terus gairah oktober mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober
"Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35 Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30 Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15",3_Berita - Universitas Gadjah Mada,jadi bahasa dan sastra indonesia terus gairah oktober mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober
"Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35 Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30 Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15",3_Berita - Universitas Gadjah Mada,jadi bahasa dan sastra indonesia terus gairah oktober mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober
"Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35",3_Berita - Universitas Gadjah Mada,jadi bahasa dan sastra indonesia terus gairah oktober
"Menjadikan Bahasa dan Sastra Indonesia Terus Bergairah 28 Oktober 2025, 15.35",3_Berita - Universitas Gadjah Mada,jadi bahasa dan sastra indonesia terus gairah oktober
"Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30",3_Berita - Universitas Gadjah Mada,mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober
"Mahasiswa UGM Sampaikan Kritik Sosial dan Perlawanan Lewat Seni Monolog 28 Oktober 2025, 06.30",3_Berita - Universitas Gadjah Mada,mahasiswa ugm sampai kritik sosial dan lawan lewat seni monolog oktober
"Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15",3_Berita - Universitas Gadjah Mada,ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober
"Diikuti 11 Grup Karawitan, Fakultas Filsafat UGM Kembali Gelar Festival Karawitan Temanggung 28 Oktober 2025, 06.15",3_Berita - Universitas Gadjah Mada,ikut grup karawitan fakultas filsafat ugm kembali gelar festival karawitan tanggung oktober
"Kabar Fakultas Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04 Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31 Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48",3_Berita - Universitas Gadjah Mada,kabar fakultas lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober
"Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04 Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31 Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48",3_Berita - Universitas Gadjah Mada,lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober
"Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04 Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31 Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48",3_Berita - Universitas Gadjah Mada,lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober
"Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04",3_Berita - Universitas Gadjah Mada,lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober
"Selama UTS, Mahasiswa UGM Dapat Bingkisan Telur dan Sarapan Gratis 10 Oktober 2025, 16.04",3_Berita - Universitas Gadjah Mada,lama uts mahasiswa ugm dapat bingkis telur dan sarap gratis oktober
"Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31",3_Berita - Universitas Gadjah Mada,pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober
"Terpilih Sebagai Ketua Fordekiis, Wawan Mas’udi, Diminta Perkuat Relevansi Ilmu Sosial di Era Disrupsi 7 Oktober 2025, 15.31",3_Berita - Universitas Gadjah Mada,pilih bagai ketua fordekiis wawan mas udi minta kuat relevansi ilmu sosial di era disrupsi oktober
"Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48",3_Berita - Universitas Gadjah Mada,ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober
"Belajar Konservasi Warisan Budaya, Mahasiswa UGM Ikut Berpartisipasi di UNESCO Field School di Tiongkok 6 Oktober 2025, 13.48",3_Berita - Universitas Gadjah Mada,ajar konservasi waris budaya mahasiswa ugm ikut partisipasi di unesco field school di tiongkok oktober
"Siaran Pers Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15 Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18 UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,siar pers dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15 Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18 UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15 Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18 UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15",3_Berita - Universitas Gadjah Mada,dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus
"Dosen UGM Ditetapkan Tersangka Korupsi Pengadaan Biji Kakao Fiktif, Jubir UGM: Hormati Proses Hukum 13 Agustus 2025, 19.15",3_Berita - Universitas Gadjah Mada,dosen ugm tetap sangka korupsi ada biji kakao fiktif jubir ugm hormat proses hukum agustus
"Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18",3_Berita - Universitas Gadjah Mada,klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli
"Klarifikasi UGM Soal Pernyataan Sofian Effendi Tentang Keaslian Ijazah Atas Nama Joko Widodo 17 Juli 2025, 18.18",3_Berita - Universitas Gadjah Mada,klarifikasi ugm soal nyata sofian effendi tentang asli ijazah atas nama joko widodo juli
"UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
"UGM Bentuk Tim Komite Etik Terkait Sanksi Akademik Mahasiswa Pelaku Kasus Kecelakaan 3 Juni 2025, 14.22",3_Berita - Universitas Gadjah Mada,ugm bentuk tim komite etik kait sanksi akademik mahasiswa laku kasus celaka juni
